Username,Date,Content
@harkonnen69,"Aug 15, 2023","Replying to 
@oviedo_o_muerte
Y dicen que a Cervera le gusta y lo defiende. Tiene unas ganas de perderlo de vista, que ni te cuento,  lo que pasa que posee 0 ofertas del exterior, igual que Mier.
Dani Baizan"
@DBaizan,"Aug 15, 2023","Cervera es el mayor trilero que pasó por Oviedo, sigue con el mismo discurso del año pasado, sigue sin sacar el máximo rendimiento a los jugadores que tiene, ayer fue un desastre, te quedan ni más de 9 jornadas que este año no vienes de salvador amigo.
Nadaporaquí"
@Fusinni,"Aug 15, 2023","Replying to 
@OviedistaK04227
 and 
@chrisoviedo88
Cervera no ha utilizado el doble pivote en Oviedo nunca, primero acompañó a  Luismi, Montoro, después Jimmy y ahora Camarasa (y ninguno de los 3 es un 5)…pero bueno que no nos vamos a poner de acuerdo, por cierto confundes un organizador con un box to box.



PitbulLife"
@CotoMatarikos,"Aug 15, 2023","Replying to 
@RealOviedo
Cada vez que recuerdo, cuando jugaba de guaje contra el real oviedo, que nos mareaba a pases y nos metían media docena...y ver el primer equipo sin identidad y al patadon, sin querér el balón... Pfff de verdad que no lo comprendo en pleno 2023. Cervera no te perdono lo de Borja.
Real Oviedo"
@RealOviedo,"Aug 15, 2023","🎙 Palabras de Álvaro Cervera tras el #TenerifeRealOviedo

#RealOviedo 🔵⚪️
From realoviedo.es
Nacho Azparren"
@NachoAzparren,"Aug 15, 2023","Tras la derrota de un mal Oviedo, Cervera, contrariado, explicó en caliente cuáles habían sido los males de sus pupilos:

-Errores con la pelota
-Inferior en el duelo

🔢 La estadística le da la razón al técnico, pero solo a medias ⬇️
manoloruizfernandez"
@manoloruizfer,"Aug 15, 2023","FRUSTRACIÓN, es el mayor sentimiento que tenemos pero es pronto para concluir, aunque ésto es lo que hay. Para jugar a lo que quiere Cervera necesitamos un físico que todavía nos falta y cuando lo tengamos aún nos costará. Mucha paciencia vamos a necesitar y HALA OVIEDO!!!
ElDesmarque Oviedo"
@DMQOviedo,"Aug 15, 2023","Cervera, preocupado por la lesión de Lucas en el Heliodoro: ""Tiene mala pinta"" https://eldesmarque.com/futbol/liga-2a-division/20230815/cervera-preocupado-por-la-lesion-de-lucas-en-el-heliodoro-tiene-mala-pinta_300061103.html
Jose"
@jmbustoa,"Aug 15, 2023","Replying to 
@SegundaSpanish
A well-organised and full of drive Tenerife deservedly defeated a hopeless and ineffective Real Oviedo. Most RO Twitter fans criticise Cervera’s usual stingy approach and the substitutions he made. 👎🏼
The good point: it’s just MD1! 👍🏼
Álvaro"
@alvaro__om,"Aug 15, 2023","Demasiadas conclusiones para un partido (que fue malísimo) en la j.1.
Se está disparando mucho al 9. Le llegó 1 balón (uno) y fue la única ocasión.
Sería interesante ver el tiempo q estuvo el Oviedo en campo contrario, así difícil Cervera...
Nadaporaquí"
@Fusinni,"Aug 15, 2023","Replying to 
@OviedistaK04227
 and 
@chrisoviedo88
Los 5 del Oviedo desde que debuta en el primer equipo son Folch, Luismi y Edgar puedes mirar cuantos partidos jugó de 5 y cuantos al lado del pivote. Si no quieres ir tan lejos mira desde la jornada 16 del año pasado hasta su lesión donde jugaba con Cervera..



Killer Asturias"
@killer_asturias,"Aug 15, 2023","🗣️ Álvaro Cervera: ""Hemos tenido muy poca fuerza en los duelos""

🤦🏻‍♂️ El técnico del Real Oviedo lamentó la falta de contundencia de los suyos en los balones divididos

https://killerasturias.com/noticias/alvaro-cervera-hemos-tenido-muy-poca-fuerza-en-los-duelos
Harkonnen (cabrón carbayón)"
@harkonnen69,"Aug 15, 2023","Replying to 
@oviedo_o_muerte
 and 
@matein_azul
El doble pivote hoy fue Camarasa/ Camarasa. Y Cervera diciendo que faltó poderío en medio campo. Me meo.
ElDesmarque Oviedo"
@DMQOviedo,"Aug 15, 2023","Cervera no esconde las carencias del Oviedo y se muestra autocrítico: ""Me equivoqué"" https://eldesmarque.com/futbol/liga-2a-division/20230815/cervera-no-esconde-las-carencias-del-oviedo-y-se-muestra-autocritico-me-equivoque_300060954.html
Míticu Oviedo"
@MiticuROviedo,"Aug 15, 2023","Ni ganando en Tenerife estaríamos ya en 1ª división ni por perder ya no tenemos ninguna posibilidad de subir. Hemos jugado mal pero de ahí a perder la esperanza y no confiar en Cervera y en el equipo va un trecho. Queda mucho. Yo creo que tenemos buen equipo y poca paciencia.
ElDesmarque Asturias"
@DMQAsturias,"Aug 15, 2023","Cervera no esconde las carencias del Oviedo y se muestra autocrítico: ""Me equivoqué"" https://eldesmarque.com/futbol/liga-2a-division/20230815/cervera-no-esconde-las-carencias-del-oviedo-y-se-muestra-autocritico-me-equivoque_300060954.html
Ahijadiño"
@BlueOviedo1926,"Aug 15, 2023","Soy de Cervera, pero estos comentarios, y otros parecidos, me parecen de plañidero. A ver si se deja de pijadas que el que decide cómo jugar es él. Calma, pero a trabajar y callar.
Quote
DeportesCOPEAsturias"
@DeportesCopeA,"Aug 14, 2023","🔵 Cervera: “Por las características que tiene el equipo, nos cuesta jugar con balón”

#TenerifeRealOviedo #DCA
Alfredo del Castillo"
@ALFREDODELCAST1,"Aug 15, 2023","Un Tenerife de disciplina militar ganó merecidamente al Oviedo de Alvaro Cervera, el segundo acto fue una castaña, pero tres castañas se quedaron en la isla del Teide, Corredera, Roberto López, muy destacados.
OviedoStreet"
@OviedoStreet,"Aug 15, 2023","Replying to 
@RealOviedo
Cervera , dilo ya !! , solo aspiramos a mantenernos y  esto ye lo que hay 🤷
Fer Cienfuegos"
